httpOpen,tcpWindowSize,zeroWindow,duration,resPacketSplit,label,srcIp,dstIp,srcPort,dstPort
Yes,188.0,13.0,476.0,1964.0,ABNORMAL,133.142.178.244,113.245.47.234,45369,80
Yes,834.0,12.0,426.0,1612.0,ABNORMAL,3.49.181.232,49.68.45.92,43178,80
Yes,924.0,13.0,457.0,1193.0,ABNORMAL,21.96.150.107,244.251.141.47,25127,80
Yes,227.0,15.0,567.0,1935.0,ABNORMAL,70.196.71.159,185.68.160.4,20538,80
Yes,8.0,17.0,309.0,1330.0,ABNORMAL,203.224.31.200,100.91.165.108,49087,80
Yes,605.0,12.0,569.0,1093.0,ABNORMAL,142.203.113.182,83.22.40.233,24451,80
Yes,870.0,12.0,315.0,1801.0,ABNORMAL,58.72.95.104,146.41.40.173,49740,80
Yes,699.0,20.0,463.0,1849.0,ABNORMAL,120.238.144.153,223.137.135.204,23688,80
Yes,337.0,16.0,506.0,1718.0,ABNORMAL,207.74.237.84,93.112.171.202,38398,80
Yes,561.0,14.0,397.0,1838.0,ABNORMAL,75.61.245.205,59.25.41.239,5594,80
Yes,851.0,12.0,440.0,1626.0,ABNORMAL,100.118.188.10,81.119.55.105,47728,80
Yes,521.0,14.0,597.0,1448.0,ABNORMAL,126.195.147.232,13.89.104.184,7843,80
Yes,773.0,14.0,362.0,1639.0,ABNORMAL,213.32.30.151,105.25.229.71,28315,80
Yes,165.0,15.0,302.0,1653.0,ABNORMAL,126.77.181.125,35.46.105.41,65327,80
Yes,861.0,13.0,590.0,1728.0,ABNORMAL,144.76.1.230,250.132.229.217,39541,80
Yes,534.0,15.0,525.0,1120.0,ABNORMAL,90.170.254.163,247.31.227.252,63773,80
Yes,395.0,19.0,399.0,1029.0,ABNORMAL,120.1.217.23,65.107.142.35,62637,80
Yes,968.0,13.0,407.0,1574.0,ABNORMAL,141.111.109.29,124.199.146.139,7849,80
Yes,296.0,18.0,382.0,1822.0,ABNORMAL,46.169.136.195,168.178.151.117,51569,80
Yes,239.0,13.0,462.0,1567.0,ABNORMAL,134.39.88.124,59.175.66.234,36911,80
Yes,142.0,13.0,433.0,1880.0,ABNORMAL,254.57.5.75,186.96.163.119,6076,80
Yes,458.0,19.0,537.0,1868.0,ABNORMAL,65.227.20.194,79.244.180.82,23574,80
Yes,15.0,20.0,411.0,1224.0,ABNORMAL,149.10.140.165,52.75.138.43,42445,80
Yes,353.0,12.0,462.0,1878.0,ABNORMAL,212.151.250.139,85.166.170.4,10443,80
Yes,459.0,19.0,562.0,1587.0,ABNORMAL,235.29.200.93,69.99.132.138,37634,80
Yes,439.0,20.0,526.0,1112.0,ABNORMAL,31.185.86.230,201.79.140.96,33329,80
Yes,695.0,19.0,531.0,1087.0,ABNORMAL,137.146.218.34,44.20.45.38,36359,80
Yes,96.0,11.0,323.0,1640.0,ABNORMAL,251.213.139.241,77.58.209.56,11181,80
Yes,675.0,13.0,376.0,1130.0,ABNORMAL,28.133.106.3,203.71.61.53,3520,80
Yes,753.0,19.0,420.0,1948.0,ABNORMAL,74.176.101.224,186.132.20.170,4486,80
Yes,283.0,16.0,483.0,1769.0,ABNORMAL,126.92.231.121,27.241.138.124,34167,80
Yes,170.0,12.0,515.0,1092.0,ABNORMAL,137.163.162.246,206.58.21.1,14482,80
Yes,959.0,17.0,411.0,1207.0,ABNORMAL,115.148.169.218,194.205.142.128,23783,80
Yes,636.0,11.0,511.0,1660.0,ABNORMAL,3.157.178.243,205.124.22.32,40835,80
Yes,536.0,18.0,421.0,1708.0,ABNORMAL,230.58.51.15,130.114.131.117,19860,80
Yes,846.0,14.0,415.0,1534.0,ABNORMAL,225.152.192.38,82.63.108.159,4140,80
Yes,671.0,18.0,528.0,1937.0,ABNORMAL,133.198.91.200,132.198.135.51,60797,80
Yes,927.0,12.0,447.0,1408.0,ABNORMAL,165.42.138.33,97.200.130.25,43658,80
Yes,327.0,11.0,519.0,1670.0,ABNORMAL,100.0.213.74,50.188.15.178,36965,80
Yes,997.0,13.0,422.0,1815.0,ABNORMAL,181.185.98.230,225.46.34.149,5758,80
Yes,748.0,12.0,490.0,1457.0,ABNORMAL,13.0.225.188,249.184.145.246,39946,80
Yes,799.0,13.0,500.0,1390.0,ABNORMAL,22.52.117.3,199.89.57.29,52297,80
Yes,911.0,15.0,440.0,1431.0,ABNORMAL,16.154.196.231,43.97.105.44,8072,80
Yes,204.0,18.0,398.0,1506.0,ABNORMAL,176.33.70.221,5.5.179.105,41598,80
Yes,988.0,12.0,561.0,1122.0,ABNORMAL,140.243.177.215,188.92.151.73,60218,80
Yes,605.0,19.0,355.0,1187.0,ABNORMAL,247.253.140.219,78.185.45.125,18703,80
Yes,83.0,20.0,523.0,1811.0,ABNORMAL,244.81.53.16,167.3.220.79,24533,80
Yes,42.0,14.0,444.0,1643.0,ABNORMAL,4.127.121.159,59.126.200.253,27465,80
Yes,680.0,11.0,455.0,1815.0,ABNORMAL,45.84.100.192,144.31.141.41,6613,80
Yes,345.0,15.0,334.0,1976.0,ABNORMAL,152.197.136.172,43.105.42.204,48196,80
Yes,225.0,18.0,552.0,1350.0,ABNORMAL,45.140.250.29,236.201.167.13,4659,80
Yes,8.0,11.0,585.0,1263.0,ABNORMAL,189.80.53.58,250.238.29.235,37913,80
Yes,433.0,15.0,511.0,1519.0,ABNORMAL,98.243.128.206,132.50.155.143,29664,80
Yes,1021.0,11.0,380.0,1046.0,ABNORMAL,217.41.28.209,35.215.70.240,12501,80
Yes,696.0,11.0,435.0,1459.0,ABNORMAL,122.180.246.28,250.76.202.224,4414,80
Yes,523.0,13.0,580.0,1911.0,ABNORMAL,33.255.55.227,181.162.52.213,29233,5034
Yes,784.0,15.0,580.0,1433.0,ABNORMAL,203.112.10.200,217.237.110.1,38618,80
Yes,622.0,16.0,393.0,1468.0,ABNORMAL,220.21.135.170,129.137.221.94,35976,80
Yes,204.0,13.0,545.0,1833.0,ABNORMAL,196.69.178.32,60.117.203.156,9842,80
Yes,566.0,11.0,554.0,1493.0,ABNORMAL,83.189.130.248,120.99.215.220,31960,80
Yes,697.0,16.0,352.0,1200.0,ABNORMAL,191.3.23.36,240.95.6.71,12320,80
Yes,400.0,16.0,309.0,1606.0,ABNORMAL,159.105.159.131,140.136.31.32,52365,5590
Yes,742.0,15.0,459.0,1618.0,ABNORMAL,243.31.124.96,81.27.0.129,38773,61835
Yes,70.0,11.0,325.0,1029.0,ABNORMAL,41.170.44.129,216.204.57.220,9728,80
Yes,809.0,15.0,584.0,1297.0,ABNORMAL,197.149.22.216,133.16.253.12,28842,80
Yes,179.0,12.0,528.0,1975.0,ABNORMAL,134.157.192.69,9.223.151.101,31825,80
Yes,989.0,17.0,522.0,1064.0,ABNORMAL,84.211.171.110,132.48.233.222,22855,80
Yes,205.0,11.0,516.0,1686.0,ABNORMAL,129.198.247.119,178.72.162.161,44270,80
Yes,176.0,16.0,441.0,1127.0,ABNORMAL,70.0.65.213,148.17.228.38,13961,80
Yes,57.0,18.0,530.0,1296.0,ABNORMAL,222.113.60.180,130.171.167.171,24675,80
Yes,757.0,11.0,546.0,1149.0,ABNORMAL,90.17.89.200,82.237.104.154,9504,80
Yes,733.0,18.0,310.0,1946.0,ABNORMAL,164.50.51.132,21.97.0.178,27464,80
Yes,594.0,17.0,332.0,1518.0,ABNORMAL,64.213.125.83,170.248.189.34,31526,80
Yes,491.0,13.0,396.0,1217.0,ABNORMAL,93.126.190.6,219.164.196.10,56954,80
Yes,73.0,19.0,595.0,1747.0,ABNORMAL,167.166.207.175,154.160.155.62,5145,80
Yes,139.0,17.0,523.0,1858.0,ABNORMAL,19.79.134.147,254.251.58.218,35918,80
Yes,995.0,11.0,519.0,1371.0,ABNORMAL,166.116.87.187,161.27.147.101,39312,80
Yes,682.0,20.0,447.0,1605.0,ABNORMAL,214.209.23.197,220.41.73.25,52740,80
Yes,887.0,19.0,404.0,1519.0,ABNORMAL,123.142.4.93,102.15.31.106,46251,80
Yes,988.0,11.0,508.0,1893.0,ABNORMAL,224.254.83.95,238.230.195.111,14054,80
Yes,951.0,17.0,593.0,1746.0,ABNORMAL,155.233.160.251,105.177.177.83,57477,80
Yes,279.0,18.0,520.0,1989.0,ABNORMAL,191.163.247.184,168.47.36.174,19835,80
Yes,640.0,19.0,324.0,1669.0,ABNORMAL,150.180.239.37,113.180.28.208,56639,80
Yes,905.0,14.0,461.0,1568.0,ABNORMAL,60.66.15.215,148.31.36.211,4510,80
Yes,109.0,13.0,582.0,1341.0,ABNORMAL,72.128.54.112,68.137.189.195,45488,80
Yes,607.0,17.0,476.0,1754.0,ABNORMAL,11.18.48.60,223.154.24.169,19127,80
Yes,703.0,17.0,521.0,1241.0,ABNORMAL,26.148.175.133,177.122.63.50,2222,80
Yes,990.0,20.0,411.0,1307.0,ABNORMAL,240.120.90.208,74.55.127.158,5181,80
Yes,950.0,13.0,551.0,1406.0,ABNORMAL,44.55.92.223,5.93.197.234,25775,80
Yes,698.0,11.0,475.0,1789.0,ABNORMAL,201.141.188.35,219.211.119.96,62792,20593
Yes,118.0,13.0,320.0,1759.0,ABNORMAL,25.1.104.62,184.248.202.104,60663,80
Yes,355.0,12.0,586.0,1938.0,ABNORMAL,169.0.171.123,115.15.73.157,34131,80
Yes,240.0,20.0,348.0,1174.0,ABNORMAL,150.8.100.121,47.191.187.9,42694,80
Yes,116.0,17.0,385.0,1901.0,ABNORMAL,125.221.105.164,186.37.236.212,5095,80
Yes,249.0,19.0,434.0,1512.0,ABNORMAL,35.197.11.163,185.61.238.209,4233,80
Yes,356.0,17.0,415.0,1775.0,ABNORMAL,251.228.52.94,182.86.29.89,36956,80
Yes,863.0,17.0,518.0,1388.0,ABNORMAL,75.208.77.62,167.42.45.173,62175,80
Yes,24.0,16.0,554.0,1751.0,ABNORMAL,136.35.123.7,15.196.7.114,6557,80
Yes,981.0,11.0,329.0,1637.0,ABNORMAL,235.13.245.129,219.230.73.147,31413,80
Yes,598.0,13.0,435.0,1811.0,ABNORMAL,18.169.75.6,140.12.40.57,9799,80
Yes,940.0,18.0,445.0,1856.0,ABNORMAL,103.255.109.188,195.7.180.119,47207,80
Yes,846.0,20.0,356.0,1982.0,ABNORMAL,251.120.182.72,230.241.59.70,57631,80
Yes,784.0,17.0,438.0,1599.0,ABNORMAL,112.188.160.211,160.175.137.107,24423,80
Yes,309.0,20.0,337.0,1936.0,ABNORMAL,25.118.122.35,5.114.254.28,43692,80
Yes,316.0,11.0,464.0,1922.0,ABNORMAL,162.86.77.88,160.80.0.5,54654,80
Yes,550.0,13.0,578.0,1419.0,ABNORMAL,71.161.83.147,50.198.117.55,52552,80
Yes,195.0,19.0,490.0,1607.0,ABNORMAL,216.70.39.102,55.161.245.121,58903,80
Yes,678.0,13.0,463.0,1871.0,ABNORMAL,232.69.194.88,253.15.204.146,51419,80
Yes,604.0,13.0,559.0,1668.0,ABNORMAL,98.49.4.38,85.81.55.141,10230,80
Yes,242.0,17.0,365.0,1573.0,ABNORMAL,125.191.65.30,167.200.18.254,53853,80
Yes,573.0,16.0,538.0,1795.0,ABNORMAL,14.179.135.48,100.221.128.242,38331,80
Yes,937.0,12.0,356.0,1293.0,ABNORMAL,192.168.69.245,88.245.152.143,25056,80
Yes,108.0,16.0,568.0,1173.0,ABNORMAL,159.35.1.145,191.30.241.232,20624,80
Yes,548.0,19.0,312.0,1245.0,ABNORMAL,89.62.62.172,230.183.30.157,42750,80
Yes,893.0,12.0,461.0,1860.0,ABNORMAL,69.166.190.111,167.83.202.136,56320,80
Yes,356.0,12.0,396.0,1015.0,ABNORMAL,176.68.62.87,116.229.28.235,29667,80
Yes,712.0,16.0,567.0,1061.0,ABNORMAL,78.96.70.86,129.28.136.4,19911,80
Yes,136.0,20.0,479.0,1244.0,ABNORMAL,208.129.27.202,9.143.88.228,20552,80
Yes,179.0,15.0,343.0,1759.0,ABNORMAL,175.242.1.204,94.29.32.92,5331,80
Yes,519.0,19.0,337.0,1709.0,ABNORMAL,240.171.181.135,92.206.25.50,63308,80
Yes,688.0,15.0,416.0,1138.0,ABNORMAL,163.98.89.152,157.194.178.235,8065,80
Yes,351.0,18.0,361.0,1622.0,ABNORMAL,65.167.246.60,32.3.12.182,12777,80
Yes,321.0,16.0,322.0,1388.0,ABNORMAL,180.137.122.95,155.229.214.240,25865,80
Yes,265.0,16.0,399.0,1386.0,ABNORMAL,172.88.124.99,82.204.76.136,27243,80
Yes,961.0,17.0,593.0,1142.0,ABNORMAL,7.36.1.134,157.1.44.114,8489,80
Yes,221.0,17.0,341.0,1792.0,ABNORMAL,196.144.31.154,97.5.58.144,11482,80
Yes,187.0,11.0,548.0,1066.0,ABNORMAL,73.246.180.18,112.108.159.126,29903,80
Yes,727.0,15.0,420.0,1555.0,ABNORMAL,47.193.172.74,249.140.43.48,65190,80
Yes,678.0,11.0,304.0,1772.0,ABNORMAL,188.12.23.64,162.44.65.34,64657,80
Yes,171.0,19.0,463.0,1814.0,ABNORMAL,164.107.115.173,69.157.51.245,42560,80
Yes,634.0,17.0,409.0,1278.0,ABNORMAL,161.63.226.46,51.181.186.80,1520,80
Yes,739.0,12.0,386.0,1120.0,ABNORMAL,215.53.242.213,246.222.162.194,32648,80
Yes,163.0,18.0,482.0,1980.0,ABNORMAL,131.248.135.148,77.228.168.57,53992,80
Yes,445.0,14.0,436.0,1277.0,ABNORMAL,3.8.234.152,3.108.135.112,41574,80
Yes,127.0,13.0,438.0,1249.0,ABNORMAL,247.104.50.207,226.58.76.244,23554,80
Yes,429.0,12.0,463.0,1956.0,ABNORMAL,242.128.8.0,2.83.53.51,63679,80
Yes,264.0,17.0,425.0,1903.0,ABNORMAL,156.75.196.76,175.45.126.159,64517,80
Yes,156.0,12.0,414.0,1232.0,ABNORMAL,203.166.146.29,227.173.164.113,12328,80
Yes,909.0,19.0,395.0,1074.0,ABNORMAL,10.178.210.221,188.199.12.149,53041,80
Yes,931.0,18.0,600.0,1077.0,ABNORMAL,54.216.241.201,41.170.130.255,19572,80
Yes,439.0,16.0,343.0,1371.0,ABNORMAL,103.5.118.116,73.95.167.198,62945,80
Yes,5.0,11.0,309.0,1379.0,ABNORMAL,59.134.44.209,110.212.185.150,53571,80
Yes,157.0,17.0,506.0,1360.0,ABNORMAL,194.6.206.220,204.98.64.199,15096,80
Yes,1.0,20.0,441.0,1892.0,ABNORMAL,238.93.194.120,67.231.160.84,61671,80
Yes,799.0,13.0,391.0,1641.0,ABNORMAL,27.67.252.88,177.41.221.203,48749,80
Yes,871.0,14.0,411.0,1065.0,ABNORMAL,185.178.141.187,176.220.18.135,11539,80
Yes,331.0,15.0,301.0,1160.0,ABNORMAL,236.8.14.49,198.203.51.209,56515,80
Yes,291.0,15.0,534.0,1472.0,ABNORMAL,10.142.221.184,8.230.73.109,52752,80
Yes,881.0,20.0,520.0,1976.0,ABNORMAL,20.153.51.56,72.187.140.63,50291,80
Yes,435.0,20.0,355.0,1841.0,ABNORMAL,17.234.2.240,239.174.0.218,30283,80
Yes,578.0,11.0,541.0,1298.0,ABNORMAL,117.171.133.221,48.179.243.26,19476,80
Yes,425.0,13.0,475.0,1640.0,ABNORMAL,96.164.92.106,37.114.185.69,10447,80
Yes,120.0,14.0,304.0,1532.0,ABNORMAL,126.176.207.174,230.159.183.228,57992,80
Yes,177.0,17.0,591.0,1857.0,ABNORMAL,242.132.214.33,100.141.136.207,54123,80
Yes,338.0,13.0,358.0,1046.0,ABNORMAL,71.220.3.26,59.176.199.72,23980,80
Yes,230.0,13.0,558.0,1532.0,ABNORMAL,112.64.122.168,218.139.167.61,41428,80
Yes,420.0,11.0,404.0,1406.0,ABNORMAL,77.86.197.176,124.233.121.54,1346,80
Yes,1015.0,18.0,491.0,1612.0,ABNORMAL,217.148.249.125,112.169.232.127,35237,80
Yes,949.0,19.0,568.0,1684.0,ABNORMAL,141.113.161.44,133.150.51.247,23248,80
Yes,950.0,13.0,339.0,1510.0,ABNORMAL,255.152.46.254,26.217.170.146,51182,80
Yes,429.0,16.0,424.0,1352.0,ABNORMAL,212.167.99.185,222.223.184.195,5928,80
Yes,926.0,20.0,560.0,1914.0,ABNORMAL,58.190.142.26,88.249.233.100,31444,33654
Yes,146.0,20.0,546.0,1049.0,ABNORMAL,14.41.227.9,180.29.249.231,45861,80
Yes,241.0,12.0,553.0,1757.0,ABNORMAL,251.0.24.212,139.207.185.152,5187,80
Yes,299.0,16.0,436.0,1597.0,ABNORMAL,213.26.6.133,215.210.158.141,22671,80
Yes,1014.0,20.0,393.0,1554.0,ABNORMAL,222.125.148.74,36.206.178.22,59133,80
Yes,920.0,14.0,548.0,1125.0,ABNORMAL,17.233.71.194,236.119.45.36,63629,80
Yes,347.0,11.0,490.0,1780.0,ABNORMAL,253.101.197.133,145.44.81.250,55311,80
Yes,1017.0,18.0,372.0,1238.0,ABNORMAL,250.138.213.114,88.210.243.106,20743,80
Yes,643.0,11.0,336.0,1161.0,ABNORMAL,246.226.232.58,227.10.22.92,14970,80
Yes,672.0,15.0,545.0,1529.0,ABNORMAL,0.154.193.203,115.32.232.225,5467,80
Yes,468.0,16.0,355.0,1714.0,ABNORMAL,38.198.37.47,113.139.164.9,64817,80
Yes,36.0,13.0,474.0,1198.0,ABNORMAL,148.35.249.12,191.164.0.227,18532,80
Yes,358.0,20.0,387.0,1293.0,ABNORMAL,243.236.208.96,234.125.166.81,23099,80
Yes,977.0,20.0,475.0,1053.0,ABNORMAL,178.57.148.248,159.73.167.192,59013,80
Yes,37.0,16.0,334.0,1210.0,ABNORMAL,85.229.118.224,128.179.139.12,29031,80
Yes,291.0,11.0,446.0,1135.0,ABNORMAL,26.38.108.115,250.174.78.118,8878,80
Yes,1000.0,18.0,393.0,1106.0,ABNORMAL,199.194.139.30,255.191.20.242,17651,80
Yes,774.0,20.0,509.0,1007.0,ABNORMAL,220.198.101.5,248.16.125.120,43630,80
Yes,759.0,13.0,423.0,1928.0,ABNORMAL,10.232.120.239,136.92.104.105,56643,80
Yes,991.0,13.0,361.0,1092.0,ABNORMAL,14.81.251.237,128.224.207.111,17115,80
Yes,567.0,12.0,384.0,1433.0,ABNORMAL,225.119.75.124,250.213.137.105,30963,80
Yes,224.0,15.0,587.0,1421.0,ABNORMAL,106.157.251.150,42.37.55.43,28273,39174
Yes,115.0,13.0,330.0,1410.0,ABNORMAL,110.74.15.243,215.132.210.153,36460,80
Yes,352.0,11.0,567.0,1001.0,ABNORMAL,69.9.149.75,127.240.208.145,4695,80
Yes,127.0,16.0,585.0,1691.0,ABNORMAL,4.13.35.150,119.144.165.52,60506,80
Yes,866.0,12.0,488.0,1446.0,ABNORMAL,91.124.229.215,54.187.4.181,14298,80
Yes,133.0,14.0,500.0,1982.0,ABNORMAL,164.7.166.229,101.7.76.108,24271,80
Yes,699.0,15.0,398.0,1816.0,ABNORMAL,253.26.140.187,224.229.213.198,19236,80
Yes,130.0,20.0,395.0,1774.0,ABNORMAL,155.37.111.181,94.68.65.133,1841,80
Yes,454.0,18.0,331.0,1142.0,ABNORMAL,75.138.155.250,230.129.161.110,9821,80
Yes,323.0,20.0,513.0,1323.0,ABNORMAL,7.169.200.244,215.118.230.152,22257,80
Yes,470.0,12.0,460.0,1346.0,ABNORMAL,132.99.153.239,85.163.44.65,10651,80
Yes,838.0,12.0,441.0,1970.0,ABNORMAL,4.124.71.5,157.38.98.241,57652,80
Yes,441.0,20.0,428.0,1970.0,ABNORMAL,10.121.167.216,75.183.219.112,34105,80
Yes,900.0,19.0,599.0,1880.0,ABNORMAL,228.88.249.94,150.21.198.191,21774,80
Yes,278.0,19.0,382.0,1198.0,ABNORMAL,49.15.25.125,235.141.150.4,55051,80
Yes,774.0,14.0,308.0,1557.0,ABNORMAL,41.120.10.42,69.132.19.41,39911,80
Yes,896.0,18.0,442.0,1233.0,ABNORMAL,44.148.22.158,155.96.246.162,48568,80
Yes,324.0,13.0,525.0,1404.0,ABNORMAL,10.4.147.22,172.8.177.232,35522,80
Yes,131.0,15.0,506.0,1629.0,ABNORMAL,171.129.248.45,24.168.39.217,49926,80
Yes,784.0,17.0,319.0,1804.0,ABNORMAL,231.152.198.249,91.11.29.157,64203,80
Yes,937.0,16.0,558.0,1117.0,ABNORMAL,255.217.209.229,91.101.163.39,4854,80
Yes,372.0,15.0,426.0,1734.0,ABNORMAL,201.98.211.130,177.113.189.87,40830,80
Yes,630.0,13.0,428.0,1187.0,ABNORMAL,148.196.180.186,191.139.239.129,65332,80
Yes,560.0,18.0,568.0,1399.0,ABNORMAL,111.73.21.208,3.179.43.88,47721,80
Yes,275.0,15.0,416.0,1081.0,ABNORMAL,244.110.145.183,235.246.162.22,37129,80
Yes,480.0,20.0,355.0,1489.0,ABNORMAL,97.178.185.16,242.97.156.216,17797,80
Yes,228.0,17.0,371.0,1264.0,ABNORMAL,186.184.166.162,49.196.229.238,49279,80
Yes,255.0,12.0,490.0,1915.0,ABNORMAL,36.20.62.216,153.99.144.243,53779,80
Yes,889.0,20.0,364.0,1914.0,ABNORMAL,114.226.233.123,13.178.147.237,9885,80
Yes,151.0,11.0,432.0,1197.0,ABNORMAL,195.129.132.224,29.22.172.64,59123,6013
Yes,372.0,17.0,393.0,1335.0,ABNORMAL,102.175.83.48,133.236.232.86,39185,80
Yes,296.0,14.0,598.0,1596.0,ABNORMAL,72.66.250.174,93.26.70.124,52348,80
Yes,583.0,19.0,417.0,1713.0,ABNORMAL,149.167.99.92,66.68.201.87,44542,80
Yes,621.0,19.0,563.0,1122.0,ABNORMAL,35.34.113.0,131.94.88.99,7142,80
Yes,556.0,20.0,356.0,1903.0,ABNORMAL,212.233.114.148,17.49.21.141,30688,80
Yes,53.0,15.0,581.0,1298.0,ABNORMAL,197.90.208.179,197.228.51.194,15969,80
Yes,648.0,12.0,505.0,1644.0,ABNORMAL,85.90.207.157,38.88.30.105,52673,80
Yes,1014.0,13.0,498.0,1026.0,ABNORMAL,157.196.37.227,73.163.22.249,55042,80
Yes,301.0,19.0,470.0,1863.0,ABNORMAL,36.117.7.109,17.20.128.234,43026,80
Yes,849.0,20.0,565.0,1129.0,ABNORMAL,165.121.38.242,93.1.3.141,17032,80
Yes,864.0,18.0,445.0,1465.0,ABNORMAL,123.60.95.124,22.213.82.116,33803,80
Yes,169.0,14.0,375.0,1523.0,ABNORMAL,223.27.169.132,34.119.244.189,37790,80
Yes,721.0,12.0,416.0,1102.0,ABNORMAL,87.165.181.67,32.130.202.163,24826,80
Yes,276.0,19.0,435.0,1221.0,ABNORMAL,50.122.96.89,193.245.208.166,21556,80
Yes,154.0,12.0,495.0,1992.0,ABNORMAL,230.78.8.204,128.130.115.245,46640,80
Yes,521.0,20.0,386.0,1360.0,ABNORMAL,182.51.88.225,114.163.124.146,46969,80
Yes,709.0,13.0,471.0,1914.0,ABNORMAL,121.122.91.166,53.205.109.90,52205,80
Yes,496.0,16.0,581.0,1414.0,ABNORMAL,116.237.22.118,12.114.50.5,3187,80
Yes,9.0,18.0,405.0,1195.0,ABNORMAL,208.93.172.146,64.23.37.151,23749,80
Yes,431.0,12.0,349.0,1923.0,ABNORMAL,247.102.22.36,18.41.28.13,30444,80
Yes,828.0,12.0,422.0,1621.0,ABNORMAL,172.251.214.225,52.93.56.141,34162,80
Yes,221.0,12.0,518.0,1236.0,ABNORMAL,236.93.0.211,35.48.95.111,59852,80
Yes,86.0,19.0,375.0,1127.0,ABNORMAL,68.25.221.110,169.159.149.244,22958,80
Yes,206.0,15.0,491.0,1405.0,ABNORMAL,131.114.156.170,116.139.81.16,13170,80
Yes,869.0,18.0,424.0,1899.0,ABNORMAL,139.240.10.186,195.248.161.140,19513,80
Yes,974.0,12.0,534.0,1037.0,ABNORMAL,125.186.38.43,104.105.196.129,19087,80
Yes,765.0,18.0,579.0,1372.0,ABNORMAL,49.199.255.46,34.174.225.169,23932,80
Yes,848.0,19.0,549.0,1930.0,ABNORMAL,172.76.115.236,235.133.217.49,5448,80
Yes,307.0,18.0,385.0,1630.0,ABNORMAL,148.186.15.176,126.45.67.60,6186,80
Yes,211.0,14.0,451.0,1371.0,ABNORMAL,182.169.109.242,34.190.138.214,60083,80
Yes,166.0,14.0,547.0,1299.0,ABNORMAL,161.99.60.203,227.70.177.149,53269,80
Yes,272.0,14.0,326.0,1148.0,ABNORMAL,125.184.105.215,119.220.101.194,3513,80
Yes,423.0,13.0,453.0,1694.0,ABNORMAL,109.66.152.217,155.199.80.197,64516,80
Yes,154.0,18.0,576.0,1536.0,ABNORMAL,216.12.80.72,108.3.95.92,63375,22687
Yes,595.0,20.0,477.0,1099.0,ABNORMAL,94.232.158.182,165.239.178.174,52043,80
Yes,311.0,14.0,447.0,1946.0,ABNORMAL,161.53.33.231,238.139.16.19,1380,80
Yes,132.0,11.0,329.0,1493.0,ABNORMAL,125.68.161.189,190.214.125.102,27438,80
Yes,320.0,16.0,447.0,1764.0,ABNORMAL,192.12.181.185,184.135.198.71,17713,80
Yes,362.0,14.0,360.0,1083.0,ABNORMAL,221.251.253.206,108.158.42.156,3636,80
Yes,1005.0,18.0,366.0,1774.0,ABNORMAL,128.86.110.72,104.146.234.60,5365,80
Yes,54.0,11.0,546.0,1712.0,ABNORMAL,127.222.207.102,244.250.116.38,5468,80
Yes,731.0,17.0,569.0,1043.0,ABNORMAL,167.79.120.55,58.237.185.94,4011,80
Yes,998.0,14.0,449.0,1302.0,ABNORMAL,147.117.247.54,61.202.113.86,5444,80
Yes,84.0,14.0,413.0,1413.0,ABNORMAL,151.142.213.9,72.17.56.201,58794,80
Yes,13.0,15.0,589.0,1150.0,ABNORMAL,190.99.238.108,150.42.6.171,6814,80
Yes,948.0,14.0,367.0,1256.0,ABNORMAL,56.229.188.5,0.243.229.222,34429,80
Yes,750.0,19.0,427.0,1119.0,ABNORMAL,43.90.105.44,86.198.188.60,36176,80
Yes,973.0,19.0,382.0,1743.0,ABNORMAL,236.68.71.85,201.39.94.217,19529,80
Yes,878.0,13.0,480.0,1972.0,ABNORMAL,165.106.87.254,1.1.184.251,17145,80
Yes,376.0,16.0,515.0,1835.0,ABNORMAL,67.197.152.22,112.197.53.240,22703,80
Yes,106.0,18.0,371.0,1135.0,ABNORMAL,227.126.141.139,210.99.215.168,31497,6267
Yes,609.0,13.0,548.0,1947.0,ABNORMAL,154.245.96.112,10.117.196.142,29572,80
Yes,90.0,20.0,353.0,1874.0,ABNORMAL,218.42.161.0,80.126.6.130,16880,80
Yes,175.0,11.0,594.0,1272.0,ABNORMAL,123.120.44.180,138.32.211.213,9990,80
Yes,439.0,15.0,427.0,1695.0,ABNORMAL,159.176.94.39,255.119.153.196,41728,80
Yes,75.0,19.0,483.0,1501.0,ABNORMAL,66.208.52.253,27.227.117.194,18030,80
Yes,877.0,14.0,598.0,1323.0,ABNORMAL,65.224.169.221,40.20.143.46,59715,80
Yes,462.0,12.0,389.0,1265.0,ABNORMAL,236.9.171.111,94.54.26.133,16940,80
Yes,674.0,17.0,359.0,1225.0,ABNORMAL,11.166.170.153,29.159.93.12,54207,80
Yes,780.0,19.0,474.0,1272.0,ABNORMAL,59.88.132.255,170.8.145.147,39127,80
Yes,450.0,13.0,459.0,1880.0,ABNORMAL,175.7.77.26,108.190.187.10,31884,80
Yes,804.0,11.0,520.0,1068.0,ABNORMAL,152.194.2.110,221.131.200.2,44448,80
Yes,240.0,20.0,461.0,1741.0,ABNORMAL,250.4.36.142,12.189.21.237,41369,80
Yes,37.0,12.0,386.0,1004.0,ABNORMAL,90.21.89.179,158.101.181.203,60609,80
Yes,1016.0,20.0,386.0,1714.0,ABNORMAL,85.237.188.9,224.191.181.235,33960,80
Yes,218.0,20.0,469.0,1423.0,ABNORMAL,249.116.228.46,106.31.20.227,27600,80
